Utah County Average Temperature
Units: Degrees Fahrenheit
Missing: -99,Rank out of 127 Years
"Location ID","Location","Date","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
UT-045,"Tooele County",197309,59.9,10,-3.1,63
UT-045,"Tooele County",197310,50.6,66,0.2,50.4
UT-045,"Tooele County",197311,37.5,59,0.2,37.3
UT-045,"Tooele County",197312,32.4,110,4.1,28.3
UT-045,"Tooele County",197401,27.1,60,0.7,26.4
UT-045,"Tooele County",197402,31.4,40,-1.0,32.4
UT-045,"Tooele County",197403,44.0,111,4.1,39.9
UT-045,"Tooele County",197404,46.4,40,-1.5,47.9
UT-045,"Tooele County",197405,58.7,82,1.5,57.2
UT-045,"Tooele County",197406,71.5,114,4.8,66.7
UT-045,"Tooele County",197407,76.3,67,0.6,75.7
UT-045,"Tooele County",197408,71.1,11,-2.4,73.5
UT-045,"Tooele County",197409,63.0,59,0.0,63
UT-045,"Tooele County",197410,50.3,60,-0.1,50.4
UT-045,"Tooele County",197411,38.3,68,1.0,37.3
UT-045,"Tooele County",197412,28.3,66,0.0,28.3
UT-045,"Tooele County",197501,24.8,41,-1.6,26.4
UT-045,"Tooele County",197502,32.0,44,-0.4,32.4
UT-045,"Tooele County",197503,37.8,30,-2.1,39.9
UT-045,"Tooele County",197504,40.4,1,-7.5,47.9
UT-045,"Tooele County",197505,52.3,10,-4.9,57.2
UT-045,"Tooele County",197506,63.1,14,-3.6,66.7
UT-045,"Tooele County",197507,76.6,76,0.9,75.7
UT-045,"Tooele County",197508,71.0,9,-2.5,73.5
UT-045,"Tooele County",197509,62.9,53,-0.1,63
UT-045,"Tooele County",197510,49.2,42,-1.2,50.4
UT-045,"Tooele County",197511,34.3,22,-3.0,37.3
UT-045,"Tooele County",197512,30.7,95,2.4,28.3
UT-045,"Tooele County",197601,27.7,68,1.3,26.4
UT-045,"Tooele County",197602,33.7,77,1.3,32.4
UT-045,"Tooele County",197603,35.1,10,-4.8,39.9
UT-045,"Tooele County",197604,46.2,37,-1.7,47.9
UT-045,"Tooele County",197605,59.7,96,2.5,57.2
UT-045,"Tooele County",197606,65.6,39,-1.1,66.7
UT-045,"Tooele County",197607,76.9,85,1.2,75.7
UT-045,"Tooele County",197608,69.7,5,-3.8,73.5
UT-045,"Tooele County",197609,63.9,79,0.9,63
UT-045,"Tooele County",197610,48.2,27,-2.2,50.4
UT-045,"Tooele County",197611,39.3,90,2.0,37.3
UT-045,"Tooele County",197612,27.3,49,-1.0,28.3
UT-045,"Tooele County",197701,24.9,42,-1.5,26.4
UT-045,"Tooele County",197702,33.6,74,1.2,32.4
UT-045,"Tooele County",197703,35.7,13,-4.2,39.9
UT-045,"Tooele County",197704,51.6,108,3.7,47.9
UT-045,"Tooele County",197705,51.8,7,-5.4,57.2
UT-045,"Tooele County",197706,71.8,118,5.1,66.7
UT-045,"Tooele County",197707,75.4,46,-0.3,75.7
UT-045,"Tooele County",197708,72.9,45,-0.6,73.5
UT-045,"Tooele County",197709,63.9,79,0.9,63
UT-045,"Tooele County",197710,52.0,92,1.6,50.4
UT-045,"Tooele County",197711,39.4,94,2.1,37.3
UT-045,"Tooele County",197712,35.3,125,7.0,28.3
UT-045,"Tooele County",197801,32.8,120,6.4,26.4
UT-045,"Tooele County",197802,36.4,105,4.0,32.4
UT-045,"Tooele County",197803,45.5,120,5.6,39.9
UT-045,"Tooele County",197804,47.3,53,-0.6,47.9
UT-045,"Tooele County",197805,54.2,26,-3.0,57.2
UT-045,"Tooele County",197806,66.0,50,-0.7,66.7
UT-045,"Tooele County",197807,75.5,48,-0.2,75.7
UT-045,"Tooele County",197808,71.7,19,-1.8,73.5
UT-045,"Tooele County",197809,61.4,30,-1.6,63
UT-045,"Tooele County",197810,53.0,104,2.6,50.4
UT-045,"Tooele County",197811,34.7,29,-2.6,37.3
UT-045,"Tooele County",197812,23.4,16,-4.9,28.3
UT-045,"Tooele County",197901,18.6,8,-7.8,26.4
UT-045,"Tooele County",197902,30.6,34,-1.8,32.4
UT-045,"Tooele County",197903,39.9,57,0.0,39.9
UT-045,"Tooele County",197904,47.6,55,-0.3,47.9
UT-045,"Tooele County",197905,57.7,71,0.5,57.2
UT-045,"Tooele County",197906,67.1,70,0.4,66.7
UT-045,"Tooele County",197907,75.6,51,-0.1,75.7
UT-045,"Tooele County",197908,72.2,33,-1.3,73.5
UT-045,"Tooele County",197909,67.0,119,4.0,63
UT-045,"Tooele County",197910,53.3,106,2.9,50.4
UT-045,"Tooele County",197911,32.0,6,-5.3,37.3
UT-045,"Tooele County",197912,30.4,90,2.1,28.3
UT-045,"Tooele County",198001,29.9,90,3.5,26.4
UT-045,"Tooele County",198002,33.5,71,1.1,32.4
UT-045,"Tooele County",198003,38.2,34,-1.7,39.9
UT-045,"Tooele County",198004,49.4,84,1.5,47.9
UT-045,"Tooele County",198005,53.6,17,-3.6,57.2
UT-045,"Tooele County",198006,66.1,51,-0.6,66.7
UT-045,"Tooele County",198007,76.4,72,0.7,75.7
UT-045,"Tooele County",198008,72.0,27,-1.5,73.5
UT-045,"Tooele County",198009,63.7,72,0.7,63
UT-045,"Tooele County",198010,49.5,46,-0.9,50.4
UT-045,"Tooele County",198011,38.5,72,1.2,37.3
UT-045,"Tooele County",198012,32.1,106,3.8,28.3
UT-045,"Tooele County",198101,28.5,79,2.1,26.4
UT-045,"Tooele County",198102,35.0,93,2.6,32.4
UT-045,"Tooele County",198103,41.2,78,1.3,39.9
UT-045,"Tooele County",198104,51.4,106,3.5,47.9
UT-045,"Tooele County",198105,55.8,45,-1.4,57.2
UT-045,"Tooele County",198106,69.2,91,2.5,66.7
UT-045,"Tooele County",198107,76.3,67,0.6,75.7
UT-045,"Tooele County",198108,76.1,114,2.6,73.5
UT-045,"Tooele County",198109,65.9,105,2.9,63
UT-045,"Tooele County",198110,48.2,27,-2.2,50.4
UT-045,"Tooele County",198111,41.4,113,4.1,37.3
UT-045,"Tooele County",198112,34.1,118,5.8,28.3
UT-045,"Tooele County",198201,27.3,63,0.9,26.4
UT-045,"Tooele County",198202,31.0,37,-1.4,32.4
UT-045,"Tooele County",198203,40.1,66,0.2,39.9
UT-045,"Tooele County",198204,44.2,12,-3.7,47.9
UT-045,"Tooele County",198205,55.1,32,-2.1,57.2
UT-045,"Tooele County",198206,65.6,39,-1.1,66.7
UT-045,"Tooele County",198207,73.3,14,-2.4,75.7
UT-045,"Tooele County",198208,76.4,116,2.9,73.5
UT-045,"Tooele County",198209,61.2,26,-1.8,63
UT-045,"Tooele County",198210,45.8,10,-4.6,50.4
UT-045,"Tooele County",198211,34.6,27,-2.7,37.3
UT-045,"Tooele County",198212,27.3,49,-1.0,28.3
UT-045,"Tooele County",198301,31.4,107,5.0,26.4
UT-045,"Tooele County",198302,35.4,98,3.0,32.4
UT-045,"Tooele County",198303,41.7,84,1.8,39.9
UT-045,"Tooele County",198304,42.3,5,-5.6,47.9
UT-045,"Tooele County",198305,53.6,17,-3.6,57.2
UT-045,"Tooele County",198306,65.0,34,-1.7,66.7
UT-045,"Tooele County",198307,73.9,22,-1.8,75.7
UT-045,"Tooele County",198308,73.8,69,0.3,73.5
UT-045,"Tooele County",198309,64.4,91,1.4,63
UT-045,"Tooele County",198310,51.8,88,1.4,50.4
UT-045,"Tooele County",198311,38.4,69,1.1,37.3
UT-045,"Tooele County",198312,28.3,66,0.0,28.3
UT-045,"Tooele County",198401,17.0,7,-9.4,26.4
UT-045,"Tooele County",198402,21.1,2,-11.3,32.4
UT-045,"Tooele County",198403,36.4,20,-3.5,39.9
UT-045,"Tooele County",198404,44.1,11,-3.8,47.9
UT-045,"Tooele County",198405,58.9,84,1.7,57.2
UT-045,"Tooele County",198406,63.9,20,-2.8,66.7
UT-045,"Tooele County",198407,75.3,44,-0.4,75.7
UT-045,"Tooele County",198408,73.6,58,0.1,73.5
UT-045,"Tooele County",198409,63.1,61,0.1,63
UT-045,"Tooele County",198410,45.2,7,-5.2,50.4
UT-045,"Tooele County",198411,37.8,61,0.5,37.3
UT-045,"Tooele County",198412,25.0,26,-3.3,28.3
UT-045,"Tooele County",198501,21.5,17,-4.9,26.4
UT-045,"Tooele County",198502,26.2,12,-6.2,32.4
UT-045,"Tooele County",198503,37.3,22,-2.6,39.9
UT-045,"Tooele County",198504,51.9,113,4.0,47.9
UT-045,"Tooele County",198505,60.1,101,2.9,57.2
UT-045,"Tooele County",198506,70.0,100,3.3,66.7
UT-045,"Tooele County",198507,77.7,98,2.0,75.7
UT-045,"Tooele County",198508,73.0,48,-0.5,73.5
UT-045,"Tooele County",198509,58.8,7,-4.2,63
UT-045,"Tooele County",198510,49.3,44,-1.1,50.4
UT-045,"Tooele County",198511,33.4,14,-3.9,37.3
UT-045,"Tooele County",198512,23.3,15,-5.0,28.3
UT-045,"Tooele County",198601,28.3,76,1.9,26.4
UT-045,"Tooele County",198602,39.1,122,6.7,32.4
UT-045,"Tooele County",198603,46.7,123,6.8,39.9
UT-045,"Tooele County",198604,47.6,55,-0.3,47.9
UT-045,"Tooele County",198605,56.6,52,-0.6,57.2
UT-045,"Tooele County",198606,72.2,120,5.5,66.7
UT-045,"Tooele County",198607,73.3,14,-2.4,75.7
UT-045,"Tooele County",198608,76.5,117,3.0,73.5
UT-045,"Tooele County",198609,58.5,5,-4.5,63
UT-045,"Tooele County",198610,49.0,38,-1.4,50.4
UT-045,"Tooele County",198611,38.6,76,1.3,37.3
UT-045,"Tooele County",198612,27.0,46,-1.3,28.3
UT-045,"Tooele County",198701,23.7,32,-2.7,26.4
UT-045,"Tooele County",198702,34.3,81,1.9,32.4
UT-045,"Tooele County",198703,40.5,67,0.6,39.9
UT-045,"Tooele County",198704,53.8,123,5.9,47.9
UT-045,"Tooele County",198705,60.0,98,2.8,57.2
UT-045,"Tooele County",198706,69.9,98,3.2,66.7
UT-045,"Tooele County",198707,72.8,11,-2.9,75.7
UT-045,"Tooele County",198708,72.3,36,-1.2,73.5
UT-045,"Tooele County",198709,64.2,83,1.2,63
UT-045,"Tooele County",198710,53.8,117,3.4,50.4
UT-045,"Tooele County",198711,37.7,60,0.4,37.3
UT-045,"Tooele County",198712,27.5,52,-0.8,28.3
UT-045,"Tooele County",198801,21.7,21,-4.7,26.4
UT-045,"Tooele County",198802,32.5,54,0.1,32.4
UT-045,"Tooele County",198803,39.7,51,-0.2,39.9
UT-045,"Tooele County",198804,50.0,94,2.1,47.9
UT-045,"Tooele County",198805,57.6,69,0.4,57.2
UT-045,"Tooele County",198806,72.4,121,5.7,66.7
UT-045,"Tooele County",198807,78.7,115,3.0,75.7
UT-045,"Tooele County",198808,74.1,73,0.6,73.5
UT-045,"Tooele County",198809,62.0,37,-1.0,63
UT-045,"Tooele County",198810,57.5,127,7.1,50.4
UT-045,"Tooele County",198811,38.0,66,0.7,37.3
UT-045,"Tooele County",198812,25.6,33,-2.7,28.3
UT-045,"Tooele County",198901,21.5,17,-4.9,26.4
UT-045,"Tooele County",198902,26.0,11,-6.4,32.4
UT-045,"Tooele County",198903,44.7,115,4.8,39.9
UT-045,"Tooele County",198904,53.1,120,5.2,47.9
UT-045,"Tooele County",198905,57.6,69,0.4,57.2
UT-045,"Tooele County",198906,66.6,58,-0.1,66.7
UT-045,"Tooele County",198907,78.8,117,3.1,75.7
UT-045,"Tooele County",198908,72.7,41,-0.8,73.5
UT-045,"Tooele County",198909,63.8,75,0.8,63
UT-045,"Tooele County",198910,50.7,67,0.3,50.4
UT-045,"Tooele County",198911,38.8,81,1.5,37.3
UT-045,"Tooele County",198912,29.4,76,1.1,28.3
UT-045,"Tooele County",199001,30.5,97,4.1,26.4
UT-045,"Tooele County",199002,30.7,35,-1.7,32.4
UT-045,"Tooele County",199003,43.5,105,3.6,39.9
UT-045,"Tooele County",199004,52.9,119,5.0,47.9
UT-045,"Tooele County",199005,55.8,45,-1.4,57.2
UT-045,"Tooele County",199006,69.2,91,2.5,66.7
UT-045,"Tooele County",199007,76.9,85,1.2,75.7
UT-045,"Tooele County",199008,73.3,52,-0.2,73.5
UT-045,"Tooele County",199009,68.8,127,5.8,63
UT-045,"Tooele County",199010,50.9,71,0.5,50.4
UT-045,"Tooele County",199011,38.6,76,1.3,37.3
UT-045,"Tooele County",199012,19.1,2,-9.2,28.3
UT-045,"Tooele County",199101,24.7,40,-1.7,26.4
UT-045,"Tooele County",199102,37.6,115,5.2,32.4
UT-045,"Tooele County",199103,39.5,49,-0.4,39.9
UT-045,"Tooele County",199104,45.5,30,-2.4,47.9
UT-045,"Tooele County",199105,54.1,25,-3.1,57.2
UT-045,"Tooele County",199106,66.1,51,-0.6,66.7
UT-045,"Tooele County",199107,77.0,86,1.3,75.7
UT-045,"Tooele County",199108,75.3,96,1.8,73.5
UT-045,"Tooele County",199109,63.1,61,0.1,63
UT-045,"Tooele County",199110,51.4,81,1.0,50.4
UT-045,"Tooele County",199111,36.9,54,-0.4,37.3
UT-045,"Tooele County",199112,26.9,43,-1.4,28.3
UT-045,"Tooele County",199201,25.5,49,-0.9,26.4
UT-045,"Tooele County",199202,37.5,113,5.1,32.4
UT-045,"Tooele County",199203,45.8,121,5.9,39.9
UT-045,"Tooele County",199204,55.3,126,7.4,47.9
UT-045,"Tooele County",199205,62.8,126,5.6,57.2
UT-045,"Tooele County",199206,67.8,75,1.1,66.7
UT-045,"Tooele County",199207,73.3,14,-2.4,75.7
UT-045,"Tooele County",199208,74.8,83,1.3,73.5
UT-045,"Tooele County",199209,64.4,91,1.4,63
UT-045,"Tooele County",199210,53.7,114,3.3,50.4
UT-045,"Tooele County",199211,32.8,9,-4.5,37.3
UT-045,"Tooele County",199212,25.2,29,-3.1,28.3
UT-045,"Tooele County",199301,21.6,19,-4.8,26.4
UT-045,"Tooele County",199302,26.7,14,-5.7,32.4
UT-045,"Tooele County",199303,42.3,92,2.4,39.9
UT-045,"Tooele County",199304,46.8,47,-1.1,47.9
UT-045,"Tooele County",199305,60.9,111,3.7,57.2
UT-045,"Tooele County",199306,62.3,11,-4.4,66.7
UT-045,"Tooele County",199307,69.2,1,-6.5,75.7
UT-045,"Tooele County",199308,70.6,8,-2.9,73.5
UT-045,"Tooele County",199309,62.3,45,-0.7,63
UT-045,"Tooele County",199310,49.5,46,-0.9,50.4
UT-045,"Tooele County",199311,32.1,8,-5.2,37.3
UT-045,"Tooele County",199312,28.3,66,0.0,28.3
UT-045,"Tooele County",199401,32.4,118,6.0,26.4
UT-045,"Tooele County",199402,31.8,43,-0.6,32.4
UT-045,"Tooele County",199403,44.2,113,4.3,39.9
UT-045,"Tooele County",199404,49.9,91,2.0,47.9
UT-045,"Tooele County",199405,61.0,114,3.8,57.2
UT-045,"Tooele County",199406,71.6,116,4.9,66.7
UT-045,"Tooele County",199407,77.7,98,2.0,75.7
UT-045,"Tooele County",199408,76.8,122,3.3,73.5
UT-045,"Tooele County",199409,66.5,114,3.5,63
UT-045,"Tooele County",199410,49.0,38,-1.4,50.4
UT-045,"Tooele County",199411,31.3,5,-6.0,37.3
UT-045,"Tooele County",199412,30.7,95,2.4,28.3
UT-045,"Tooele County",199501,31.3,105,4.9,26.4
UT-045,"Tooele County",199502,40.5,125,8.1,32.4
UT-045,"Tooele County",199503,41.6,83,1.7,39.9
UT-045,"Tooele County",199504,46.5,42,-1.4,47.9
UT-045,"Tooele County",199505,53.2,14,-4.0,57.2
UT-045,"Tooele County",199506,61.6,6,-5.1,66.7
UT-045,"Tooele County",199507,73.5,18,-2.2,75.7
UT-045,"Tooele County",199508,74.9,87,1.4,73.5
UT-045,"Tooele County",199509,64.5,95,1.5,63
UT-045,"Tooele County",199510,49.3,44,-1.1,50.4
UT-045,"Tooele County",199511,43.3,124,6.0,37.3
UT-045,"Tooele County",199512,32.1,106,3.8,28.3
UT-045,"Tooele County",199601,30.2,95,3.8,26.4
UT-045,"Tooele County",199602,32.6,55,0.2,32.4
UT-045,"Tooele County",199603,42.4,94,2.5,39.9
UT-045,"Tooele County",199604,48.1,69,0.2,47.9
UT-045,"Tooele County",199605,56.8,54,-0.4,57.2
UT-045,"Tooele County",199606,70.5,105,3.8,66.7
UT-045,"Tooele County",199607,77.4,92,1.7,75.7
UT-045,"Tooele County",199608,74.2,75,0.7,73.5
UT-045,"Tooele County",199609,61.3,28,-1.7,63
UT-045,"Tooele County",199610,50.1,56,-0.3,50.4
UT-045,"Tooele County",199611,39.2,86,1.9,37.3
UT-045,"Tooele County",199612,32.4,110,4.1,28.3
UT-045,"Tooele County",199701,28.2,73,1.8,26.4
UT-045,"Tooele County",199702,32.0,44,-0.4,32.4
UT-045,"Tooele County",199703,43.4,104,3.5,39.9
UT-045,"Tooele County",199704,45.4,28,-2.5,47.9
UT-045,"Tooele County",199705,60.4,103,3.2,57.2
UT-045,"Tooele County",199706,67.8,75,1.1,66.7
UT-045,"Tooele County",199707,72.7,9,-3.0,75.7
UT-045,"Tooele County",199708,75.4,101,1.9,73.5
UT-045,"Tooele County",199709,64.5,95,1.5,63
UT-045,"Tooele County",199710,50.1,56,-0.3,50.4
UT-045,"Tooele County",199711,39.1,84,1.8,37.3
UT-045,"Tooele County",199712,26.8,41,-1.5,28.3
UT-045,"Tooele County",199801,33.6,124,7.2,26.4
UT-045,"Tooele County",199802,34.4,82,2.0,32.4
UT-045,"Tooele County",199803,40.9,74,1.0,39.9
UT-045,"Tooele County",199804,46.0,33,-1.9,47.9
UT-045,"Tooele County",199805,55.6,42,-1.6,57.2
UT-045,"Tooele County",199806,61.8,8,-4.9,66.7
UT-045,"Tooele County",199807,77.9,103,2.2,75.7
UT-045,"Tooele County",199808,75.5,105,2.0,73.5
UT-045,"Tooele County",199809,65.5,102,2.5,63
UT-045,"Tooele County",199810,48.5,31,-1.9,50.4
UT-045,"Tooele County",199811,40.0,98,2.7,37.3
UT-045,"Tooele County",199812,27.6,53,-0.7,28.3
UT-045,"Tooele County",199901,32.1,114,5.7,26.4
UT-045,"Tooele County",199902,34.8,90,2.4,32.4
UT-045,"Tooele County",199903,42.3,92,2.4,39.9
UT-045,"Tooele County",199904,43.8,10,-4.1,47.9
UT-045,"Tooele County",199905,54.6,30,-2.6,57.2
UT-045,"Tooele County",199906,66.6,58,-0.1,66.7
UT-045,"Tooele County",199907,76.1,60,0.4,75.7
UT-045,"Tooele County",199908,74.2,75,0.7,73.5
UT-045,"Tooele County",199909,62.2,41,-0.8,63
UT-045,"Tooele County",199910,52.6,96,2.2,50.4
UT-045,"Tooele County",199911,43.4,125,6.1,37.3
UT-045,"Tooele County",199912,29.7,79,1.4,28.3
UT-045,"Tooele County",200001,33.1,122,6.7,26.4
UT-045,"Tooele County",200002,37.9,117,5.5,32.4
UT-045,"Tooele County",200003,40.7,72,0.8,39.9
UT-045,"Tooele County",200004,53.2,121,5.3,47.9
UT-045,"Tooele County",200005,60.8,110,3.6,57.2
UT-045,"Tooele County",200006,70.5,105,3.8,66.7
UT-045,"Tooele County",200007,78.5,111,2.8,75.7
UT-045,"Tooele County",200008,77.0,123,3.5,73.5
UT-045,"Tooele County",200009,63.8,75,0.8,63
UT-045,"Tooele County",200010,50.6,66,0.2,50.4
UT-045,"Tooele County",200011,30.9,2,-6.4,37.3
UT-045,"Tooele County",200012,30.7,95,2.4,28.3
UT-045,"Tooele County",200101,25.8,53,-0.6,26.4
UT-045,"Tooele County",200102,32.9,62,0.5,32.4
UT-045,"Tooele County",200103,44.4,114,4.5,39.9
UT-045,"Tooele County",200104,48.7,72,0.8,47.9
UT-045,"Tooele County",200105,62.4,121,5.2,57.2
UT-045,"Tooele County",200106,69.7,96,3.0,66.7
UT-045,"Tooele County",200107,77.1,87,1.4,75.7
UT-045,"Tooele County",200108,77.3,126,3.8,73.5
UT-045,"Tooele County",200109,67.9,126,4.9,63
UT-045,"Tooele County",200110,53.6,113,3.2,50.4
UT-045,"Tooele County",200111,40.4,101,3.1,37.3
UT-045,"Tooele County",200112,25.9,36,-2.4,28.3
UT-045,"Tooele County",200201,26.6,57,0.2,26.4
UT-045,"Tooele County",200202,28.0,19,-4.4,32.4
UT-045,"Tooele County",200203,38.0,33,-1.9,39.9
UT-045,"Tooele County",200204,50.7,102,2.8,47.9
UT-045,"Tooele County",200205,58.2,76,1.0,57.2
UT-045,"Tooele County",200206,70.5,105,3.8,66.7
UT-045,"Tooele County",200207,79.8,123,4.1,75.7
UT-045,"Tooele County",200208,73.3,52,-0.2,73.5
UT-045,"Tooele County",200209,63.5,68,0.5,63
UT-045,"Tooele County",200210,48.0,26,-2.4,50.4
UT-045,"Tooele County",200211,36.6,51,-0.7,37.3
UT-045,"Tooele County",200212,32.1,106,3.8,28.3
UT-045,"Tooele County",200301,36.9,126,10.5,26.4
UT-045,"Tooele County",200302,32.8,59,0.4,32.4
UT-045,"Tooele County",200303,43.4,104,3.5,39.9
UT-045,"Tooele County",200304,48.0,67,0.1,47.9
UT-045,"Tooele County",200305,59.6,94,2.4,57.2
UT-045,"Tooele County",200306,69.2,91,2.5,66.7
UT-045,"Tooele County",200307,81.0,127,5.3,75.7
UT-045,"Tooele County",200308,76.8,122,3.3,73.5
UT-045,"Tooele County",200309,63.9,79,0.9,63
UT-045,"Tooele County",200310,56.2,124,5.8,50.4
UT-045,"Tooele County",200311,34.8,30,-2.5,37.3
UT-045,"Tooele County",200312,32.0,102,3.7,28.3
UT-045,"Tooele County",200401,23.3,29,-3.1,26.4
UT-045,"Tooele County",200402,29.1,25,-3.3,32.4
UT-045,"Tooele County",200403,47.4,126,7.5,39.9
UT-045,"Tooele County",200404,50.8,103,2.9,47.9
UT-045,"Tooele County",200405,59.4,92,2.2,57.2
UT-045,"Tooele County",200406,69.2,91,2.5,66.7
UT-045,"Tooele County",200407,76.5,74,0.8,75.7
UT-045,"Tooele County",200408,72.0,27,-1.5,73.5
UT-045,"Tooele County",200409,62.5,47,-0.5,63
UT-045,"Tooele County",200410,51.4,81,1.0,50.4
UT-045,"Tooele County",200411,36.8,53,-0.5,37.3
UT-045,"Tooele County",200412,31.5,99,3.2,28.3
UT-045,"Tooele County",200501,31.9,110,5.5,26.4
UT-045,"Tooele County",200502,35.0,93,2.6,32.4
UT-045,"Tooele County",200503,41.8,86,1.9,39.9
UT-045,"Tooele County",200504,47.6,55,-0.3,47.9
UT-045,"Tooele County",200505,57.7,71,0.5,57.2
UT-045,"Tooele County",200506,64.2,23,-2.5,66.7
UT-045,"Tooele County",200507,78.6,112,2.9,75.7
UT-045,"Tooele County",200508,73.8,69,0.3,73.5
UT-045,"Tooele County",200509,62.4,46,-0.6,63
UT-045,"Tooele County",200510,51.3,76,0.9,50.4
UT-045,"Tooele County",200511,39.4,94,2.1,37.3
UT-045,"Tooele County",200512,30.2,86,1.9,28.3
UT-045,"Tooele County",200601,31.4,107,5.0,26.4
UT-045,"Tooele County",200602,32.1,49,-0.3,32.4
UT-045,"Tooele County",200603,38.6,37,-1.3,39.9
UT-045,"Tooele County",200604,51.0,104,3.1,47.9
UT-045,"Tooele County",200605,61.1,115,3.9,57.2
UT-045,"Tooele County",200606,71.7,117,5.0,66.7
UT-045,"Tooele County",200607,79.6,120,3.9,75.7
UT-045,"Tooele County",200608,73.8,69,0.3,73.5
UT-045,"Tooele County",200609,60.8,20,-2.2,63
UT-045,"Tooele County",200610,48.9,36,-1.5,50.4
UT-045,"Tooele County",200611,38.7,79,1.4,37.3
UT-045,"Tooele County",200612,28.3,66,0.0,28.3
UT-045,"Tooele County",200701,21.2,15,-5.2,26.4
UT-045,"Tooele County",200702,35.9,102,3.5,32.4
UT-045,"Tooele County",200703,45.1,117,5.2,39.9
UT-045,"Tooele County",200704,50.6,101,2.7,47.9
UT-045,"Tooele County",200705,60.8,110,3.6,57.2
UT-045,"Tooele County",200706,71.3,112,4.6,66.7
UT-045,"Tooele County",200707,80.6,126,4.9,75.7
UT-045,"Tooele County",200708,77.3,126,3.8,73.5
UT-045,"Tooele County",200709,63.5,68,0.5,63
UT-045,"Tooele County",200710,49.8,55,-0.6,50.4
UT-045,"Tooele County",200711,40.2,100,2.9,37.3
UT-045,"Tooele County",200712,26.2,38,-2.1,28.3
UT-045,"Tooele County",200801,24.2,35,-2.2,26.4
UT-045,"Tooele County",200802,33.6,74,1.2,32.4
UT-045,"Tooele County",200803,39.3,46,-0.6,39.9
UT-045,"Tooele County",200804,44.4,14,-3.5,47.9
UT-045,"Tooele County",200805,55.9,47,-1.3,57.2
UT-045,"Tooele County",200806,68.0,78,1.3,66.7
UT-045,"Tooele County",200807,78.2,108,2.5,75.7
UT-045,"Tooele County",200808,75.4,101,1.9,73.5
UT-045,"Tooele County",200809,64.1,81,1.1,63
UT-045,"Tooele County",200810,51.1,73,0.7,50.4
UT-045,"Tooele County",200811,42.2,117,4.9,37.3
UT-045,"Tooele County",200812,28.6,70,0.3,28.3
UT-045,"Tooele County",200901,30.7,99,4.3,26.4
UT-045,"Tooele County",200902,35.0,93,2.6,32.4
UT-045,"Tooele County",200903,40.7,72,0.8,39.9
UT-045,"Tooele County",200904,47.8,60,-0.1,47.9
UT-045,"Tooele County",200905,60.7,107,3.5,57.2
UT-045,"Tooele County",200906,64.2,23,-2.5,66.7
UT-045,"Tooele County",200907,76.3,67,0.6,75.7
UT-045,"Tooele County",200908,72.5,38,-1.0,73.5
UT-045,"Tooele County",200909,67.6,125,4.6,63
UT-045,"Tooele County",200910,46.8,18,-3.6,50.4
UT-045,"Tooele County",200911,38.6,76,1.3,37.3
UT-045,"Tooele County",200912,21.3,6,-7.0,28.3
UT-045,"Tooele County",201001,28.0,69,1.6,26.4
UT-045,"Tooele County",201002,34.6,86,2.2,32.4
UT-045,"Tooele County",201003,40.6,69,0.7,39.9
UT-045,"Tooele County",201004,46.3,38,-1.6,47.9
UT-045,"Tooele County",201005,51.3,3,-5.9,57.2
UT-045,"Tooele County",201006,67.1,70,0.4,66.7
UT-045,"Tooele County",201007,76.8,82,1.1,75.7
UT-045,"Tooele County",201008,73.4,55,-0.1,73.5
UT-045,"Tooele County",201009,65.6,104,2.6,63
UT-045,"Tooele County",201010,53.4,110,3.0,50.4
UT-045,"Tooele County",201011,35.8,40,-1.5,37.3
UT-045,"Tooele County",201012,32.5,111,4.2,28.3
UT-045,"Tooele County",201101,26.4,56,0.0,26.4
UT-045,"Tooele County",201102,32.3,52,-0.1,32.4
UT-045,"Tooele County",201103,41.6,83,1.7,39.9
UT-045,"Tooele County",201104,44.5,16,-3.4,47.9
UT-045,"Tooele County",201105,52.0,9,-5.2,57.2
UT-045,"Tooele County",201106,64.7,29,-2.0,66.7
UT-045,"Tooele County",201107,76.1,60,0.4,75.7
UT-045,"Tooele County",201108,76.4,116,2.9,73.5
UT-045,"Tooele County",201109,66.4,110,3.4,63
UT-045,"Tooele County",201110,51.6,84,1.2,50.4
UT-045,"Tooele County",201111,36.6,51,-0.7,37.3
UT-045,"Tooele County",201112,26.6,39,-1.7,28.3
UT-045,"Tooele County",201201,31.0,102,4.6,26.4
UT-045,"Tooele County",201202,33.7,77,1.3,32.4
UT-045,"Tooele County",201203,45.3,119,5.4,39.9
UT-045,"Tooele County",201204,51.8,111,3.9,47.9
UT-045,"Tooele County",201205,59.1,89,1.9,57.2
UT-045,"Tooele County",201206,70.0,100,3.3,66.7
UT-045,"Tooele County",201207,77.5,93,1.8,75.7
UT-045,"Tooele County",201208,77.3,126,3.8,73.5
UT-045,"Tooele County",201209,66.4,110,3.4,63
UT-045,"Tooele County",201210,51.8,88,1.4,50.4
UT-045,"Tooele County",201211,42.1,115,4.8,37.3
UT-045,"Tooele County",201212,29.8,82,1.5,28.3
UT-045,"Tooele County",201301,15.9,4,-10.5,26.4
UT-045,"Tooele County",201302,27.5,18,-4.9,32.4
UT-045,"Tooele County",201303,42.9,98,3.0,39.9
